Name,BVN,Age,Occupation,LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance
Breidthardtb,#N/A,43,Journalist,620.71,34192.02,2824.34,8,3,0,178.65,365,0,61.64,90.37,380.42
Jonathan Saulu,#N/A,34,Lawyer,3164.19,40743.16,3657.26,19,5,22,2791.95,68,0,137.78,253.49,234.46
Jonathan Saulu,#N/A,34,Lawyer,3300.65,40743.16,3492.45,19,5,22,2791.95,75,1,302.59,311.83,206.11
Siebolds,#N/A,21,Mechanic,1957.02,15150.72,1336.56,14,6,19,1672.2,66,1,61.45,128.83,223.37
Siebolds,#N/A,21,Mechanic,1927.57,15150.72,1336.56,14,6,19,1672.2,67,0,61.45,168.28,193.92
Siebolds,#N/A,21,Mechanic,1993.47,15150.72,1336.56,14,6,16,1672.2,68,0,61.45,72.38,259.82
Siebolds,#N/A,21,Mechanic,2017.51,15150.72,1336.56,14,6,19,1672.2,72,1,61.45,78.34,283.86
Palmern,#N/A,39,Developer,1717.8,76567.6,6322.63,1,4,0,1082.42,230,0,214.24,246.89,421.14
Palmern,#N/A,39,Developer,1853.32,76567.6,6322.63,1,4,1,1082.42,235,0,214.24,101.36,556.66
Palmern,#N/A,39,Developer,1758.45,76567.6,6322.63,1,4,1,1082.42,236,0,214.24,206.24,461.79
Jeff Masonb,#N/A,48,Manager,1467.58,12593.77,1085.48,5,1,12,1211.15,254,0,6.79,142.12,249.64
Jeff Masonb,#N/A,48,Manager,1531.76,3874224,1085.48,5,1,12,1211.15,260,1,6.79,77.94,313.82
Steve Slaterd,#N/A,28,Engineer,845.18,19370.48,1828.21,10,3,16,482.47,260,0,40.24,70.11,322.47
Carolinei,#N/A,21,Writer,2922.01,8255.93,831.99,15,5,19,2619.81,212,1,31,61,271.2
Carolinei,#N/A,21,Writer,2932.42,8255.93,831.99,15,5,19,2619.81,213,0,31,20.59,281.61
Ann Saphirx,#N/A,36,Scientist,1660.08,31994.01,2756.17,8,2,17,1197.22,193,0,34.08,52.75,428.78
Samb,#N/A,27,Accountant,2415.55,122425.8,10001.15,6,2,18,1252.3,286,1,148.19,76.87,1015.06
Samb,#N/A,27,Accountant,1713.92,122425.8,10001.15,6,2,20,1252.3,287,1,148.19,808.5,313.43
Alperx,#N/A,38,Media_Manager,633.14,21206.82,1881.24,4,1,10,246.86,304,0,14.43,51.85,371.85
Maloneb,#N/A,36,Engineer,2000.83,8393.5,517.46,29,5,20,1685.82,231,1,28.71,16.74,286.3
Maloneb,#N/A,37,Engineer,1967.15,8393.5,517.46,29,5,20,1685.82,233,1,28.71,60.42,252.62
Vlastelicaj,#N/A,16,Musician,2749.71,16801.22,1258.1,32,5,20,2444.84,177,1,55.45,110.95,249.42
Vlastelicaj,#N/A,16,Musician,44323.2,16801.22,1258.1,32,5,21,2444.84,178,1,41654,136.01,224.36
Vlastelicaj,#N/A,17,Musician,2775.15,16801.22,1258.1,32,5,20,2444.84,181,1,55.45,75.5,274.86
Vlastelicaj,#N/A,17,Musician,2726.92,16801.22,1258.1,32,5,20,2444.84,182,1,55.45,123.73,226.63
Vlastelicaj,#N/A,17,Musician,2745.06,16801.22,1258.1,32,5,20,2444.84,183,1,55.45,95.59,244.77
Clarer,#N/A,55,Developer,1559.89,23256.59,1892.05,7,4,20,1216.75,194,1,56.06,136.07,287.08
Clarer,#N/A,55,Developer,1597.09,23256.59,1892.05,7,4,20,1216.75,199,1,56.06,78.87,324.28
Karen Jacobse,#N/A,32,Musician,1864.11,113666.08,9637.17,8,4,19,883.26,237,1,353.56,232.86,627.29
Karen Jacobse,#N/A,32,Musician,1736.1,113666.08,9637.17,8,4,18,883.26,239,1,353.56,370.88,499.28
Karen Jacobse,#N/A,32,Musician,1917.14,113666.08,9637.17,8,4,19,883.26,241,1,353.56,179.83,680.32
Karen Jacobse,#N/A,32,Musician,1927.54,113666.08,9637.17,8,4,18,883.26,243,1,353.56,159.44,690.72
Carolinen,#N/A,15,Writer,2393.66,10062.82,696.57,18,5,8,2089.58,101,1,23.83,55.57,280.25
Carolinen,#N/A,15,Writer,2389.89,10062.82,696.57,18,5,6,2089.58,103,1,23.83,59.34,276.48
Carolinen,#N/A,15,Writer,2379.5,10062.82,696.57,18,5,10,2089.58,104,0,23.83,69.73,266.09
Carolinen,#N/A,16,Writer,2383.5,10062.82,696.57,18,5,8,2089.58,106,1,23.83,65.73,270.09
Kirschbaumk,#N/A,28,Journalist,1511.15,88601.46,7504.46,5,0,3,794.53,297,0,0,323.83,716.62
Kirschbaumk,#N/A,28,Journalist,71076.64,88601.46,7504.46,5,0,3,794.53,298,0,69406,114.34,876.11
Kirschbaumk,#N/A,28,Journalist,1703.14,88601.46,7504.46,5,0,3,794.53,299,0,0,81.83,908.61
Emilyb,#N/A,38,Architect,433.63,11333.42,840.45,17,2,8,125.01,285,1,18.32,65.43,290.3
Caroliney,#N/A,25,Lawyer,5266.81,17135.33,1409.94,19,6,17,4933.09,166,1,57.48,57.28,276.24
Caroliney,#N/A,25,Lawyer,5240.08,17135.33,1409.94,19,6,15,4933.09,167,1,57.48,114.01,249.51
Caroliney,#N/A,26,Lawyer,5177.38,17135.33,1409.94,19,6,15,4933.09,168,1,57.48,186.71,186.81
Caroliney,#N/A,26,Lawyer,5245.6,17135.33,1409.94,19,6,15,4933.09,170,1,57.48,108.49,255.03
Caroliney,#N/A,26,Lawyer,5295.66,17135.33,1409.94,19,6,15,4933.09,171,1,57.48,58.42,305.09
Caroliney,#N/A,26,Lawyer,5286,17135.33,1409.94,19,6,15,4933.09,172,1,57.48,38.09,295.43
Karolina Tagarist,#N/A,23,Mechanic,2458.96,142717.44,11947.12,13,0,16,1413.48,197,1,0,439.23,1045.48
Karolina Tagarist,#N/A,23,Mechanic,2057.18,142717.44,11947.12,13,0,19,1413.48,198,1,0,831.01,643.7
Rosemarie Franciscoc,#N/A,41,Engineer,857.47,19269.57,1343.8,9,4,10,578.31,332,0,40.15,145.22,239.01
Rosemarie Franciscoc,#N/A,41,Engineer,823.49,19269.57,1343.8,9,4,8,578.31,335,0,40.15,179.2,205.03
Younga,18480453556,39,Architect,4563.34,29936.8,2302.73,25,7,23,4147.65,152,1,92.74,74.59,322.95
Aravindany,#N/A,21,Architect,2357.42,9901.36,887.97,21,3,17,2039.68,128,1,51.74,95.3,266
David Sheppardr,#N/A,49,Manager,15609.53,57197.04,4668.42,11,0,11,1278.85,339,0,13756,142.16,574.68
David Sheppardr,#N/A,49,Manager,1441.75,57197.04,4668.42,11,0,11,1278.85,340,0,0,593.94,162.9
Simon Jessoph,#N/A,33,Journalist,3461.81,17774.97,1233.25,33,9,25,3183.68,120,1,126.71,135.19,151.42
Simon Jessoph,#N/A,33,Journalist,3460.94,17774.97,1233.25,33,9,25,3183.68,121,1,126.71,136.06,150.55
Simon Jessoph,#N/A,33,Journalist,37426.99,17774.97,1233.25,33,9,26,3183.68,122,1,34033,46.3,210.31
Simon Jessoph,#N/A,33,Journalist,3424.44,17774.97,1281.18,33,9,25,3183.68,124,1,78.77,114.63,161.99
Chiangt,#N/A,28,Mechanic,519.45,81481.02,6973.09,7,2,15,211.88,293,0,69.38,679.73,238.19
Chiangt,#N/A,28,Mechanic,1019.53,81481.02,6973.09,7,2,20,211.88,296,0,69.38,129.66,738.27
Browno,#N/A,19,Manager,80796.33,57994.96,4653.91,1,2,1,1096.7,224,0,79153,66.29,546.63
Daniel Basest,#N/A,39,Architect,1498.25,57473.58,4270.85,5,3,0,703.18,368,0,402.13,192.99,392.94
Doug Palmere,#N/A,51,Architect,721.31,94525.68,7955.14,8,0,17,426.31,274,0,0,780.51,295
Doug Palmere,#N/A,51,Architect,742.76,94525.68,7955.14,8,0,16,426.31,275,0,0,769.06,316.45
Doug Palmere,#N/A,51,Architect,2124.05,94525.68,6841.42,8,0,14,426.31,276,0,1113.72,501.49,584.02
Doug Palmere,#N/A,51,Architect,2305.58,94525.68,6841.42,8,0,17,426.31,279,0,1113.72,279.97,765.55
Sotoi,#N/A,20,Mechanic,2628.79,17163.15,1572.26,21,9,17,2266.48,214,1,104.78,54.91,257.53
Wohlf,#N/A,41,Developer,2126.1,56195.04,4901.92,17,8,17,1450.16,184,1,210.64,54.25,465.3
Shalal-Esao,#N/A,26,Doctor,4400.92,10279.31,955.61,34,5,16,4072.2,48,1,42.45,56.84,286.27
Shalal-Esao,#N/A,26,Doctor,4398.5,10279.31,955.61,34,5,16,4072.2,49,1,42.45,49.26,283.85
Shalal-Esao,#N/A,26,Doctor,4362.01,10279.31,955.61,34,5,16,4072.2,50,1,42.45,85.75,247.36
Shalal-Esao,#N/A,26,Doctor,4386.53,10279.31,955.61,34,5,16,4072.2,51,1,42.45,71.23,271.88
Shalal-Esao,#N/A,26,Doctor,4377.39,10279.31,955.61,34,5,16,4072.2,52,1,42.45,70.37,262.74
Guptaa,#N/A,49,Architect,949.98,76072.76,6598.4,12,0,12,359.79,390,0,0,349.65,590.19
Guptaa,#N/A,50,Architect,1046.47,76072.76,6598.4,12,0,13,359.79,391,0,0,223.16,686.68
Guptaa,#N/A,50,Architect,966.28,76072.76,6598.4,12,0,10,359.79,394,0,0,333.35,606.49
Tomn,#N/A,37,Accountant,5077.22,32401.4,2742.12,29,6,22,4607.43,112,1,96.31,64.42,373.48
Tomn,#N/A,37,Accountant,5083.82,32401.4,2742.12,29,6,24,4607.43,113,1,96.31,67.82,380.08
Tomn,#N/A,37,Accountant,4955.36,32401.4,2742.12,29,6,19,4607.43,114,1,96.31,216.28,251.62
Gernot Hellerh,#N/A,31,Musician,1136.88,88126.58,7250.88,1,0,6,261.29,370,0,0,89.5,875.59
Gernot Hellerh,#N/A,31,Musician,606.22,88126.58,7250.88,1,0,6,261.29,371,0,0,660.16,344.93
Camposd,#N/A,55,Musician,1567.16,31049.93,2296.49,12,3,20,1217.19,290,0,45.8,149.67,304.17
Camposd,#N/A,55,Musician,1660.94,31049.93,2296.49,12,3,22,1217.19,292,0,45.8,55.89,397.95
Camposd,#N/A,55,Musician,1632.49,31049.93,2296.49,12,3,20,1217.19,293,0,45.8,54.35,369.5
Camposd,#N/A,55,Musician,1661.89,31049.93,2296.49,12,3,20,1217.19,295,0,45.8,34.95,398.9
Toonkelw,#N/A,30,Journalist,1362.38,87791.46,7176.95,15,1,17,510.1,283,0,68.81,115.41,783.47
Jinv,#N/A,54,Developer,733.69,13966.77,1037.9,3,3,15,412.48,342,0,32.85,42.58,288.36
Jinv,#N/A,54,Developer,735.96,13966.77,1037.9,3,3,15,412.48,343,0,32.85,60.31,290.63
Jinv,#N/A,54,Developer,677.14,13966.77,1037.9,3,3,15,412.48,345,0,32.85,129.13,231.81
Araxiad,#N/A,49,Engineer,2092.19,71660.3,5674.69,6,1,19,1409.25,281,0,39.33,134.52,643.61
Ruckerh,#N/A,45,Engineer,69231.81,70556.92,6078.74,16,6,24,1260.11,63,1,67790,463.32,181.7
Dina Kyriakidour,#N/A,31,Entrepreneur,428.24,34630.59,2654.88,16,3,19,104.41,320,0,85.66,221.66,238.17
Foo Yuni,#N/A,45,Developer,1764.9,48610.06,4238.84,10,3,19,1175.65,140,1,74.06,74.63,515.19
Foo Yuni,#N/A,45,Developer,1749.78,48610.06,4238.84,10,3,21,1175.65,141,1,74.06,99.75,500.07
Foo Yuni,#N/A,45,Developer,1647.08,48610.06,4238.84,10,3,20,1175.65,143,1,74.06,212.46,397.37
Tanya Agrawalm,#N/A,29,Writer,5679.61,82293.24,6727.77,22,7,18,4940.32,107,1,285.75,173.49,453.54
Tanya Agrawalm,#N/A,29,Writer,5466.42,82293.24,6727.77,22,7,19,4940.32,108,1,285.75,406.68,240.35
Caroline Valetkevitchj,#N/A,39,Lawyer,1843.84,9493.13,662.09,34,5,22,1558.02,136,1,26.82,70.39,259
Natel,#N/A,40,Manager,693.87,32827.08,2597.59,10,2,17,300.7,372,1,29.6,126.58,363.57
Anna Driveri,#N/A,21,Lawyer,2989.82,15472.34,1110.36,19,2,18,2672.31,133,0,20.29,83.52,297.22
Anna Driveri,#N/A,21,Lawyer,3070.28,15472.34,994.5,19,2,18,2672.31,136,1,136.16,118.94,261.81
Anna Driveri,#N/A,21,Lawyer,3057.63,15472.34,994.5,19,2,18,2672.31,138,1,136.16,131.59,249.16
en Klaymana,#N/A,19,Journalist,2271.18,73928.78,6224.73,11,3,16,1457.45,230,1,150.56,48.75,663.17
Miedemac,#N/A,30,Engineer,3647.55,48090.45,4039.54,17,5,18,3088.85,4,1,112.2,95.25,446.5
Miedemac,#N/A,30,Engineer,3495.51,48090.45,4039.54,17,5,18,3088.85,6,1,112.2,267.29,294.46
Miedemac,#N/A,30,Engineer,3627.12,48090.45,4039.54,17,5,18,3088.85,8,0,112.2,135.68,426.07
Edward Krudyl,#N/A,19,Media_Manager,1458.01,29297.14,2162.43,1,0,5,1214.42,269,0,0,262.66,243.59
Edward Krudyl,#N/A,19,Media_Manager,1537.08,29297.14,2162.43,1,0,6,1214.42,272,0,0,183.58,322.66
Edward Krudyl,#N/A,19,Media_Manager,1608.4,29297.14,2162.43,1,0,4,1214.42,273,0,0,112.26,393.98
Edward Krudyl,#N/A,19,Media_Manager,1581.61,29297.14,2162.43,1,0,6,1214.42,274,0,0,139.05,367.19
Edward Krudyl,#N/A,20,Media_Manager,1658.2,29297.14,2004.67,1,0,6,1214.42,275,0,157.76,210.22,286.02
Stanley Whitex,#N/A,16,Journalist,2814.47,8264.75,595.73,26,5,18,2534.19,177,1,27.46,59.29,252.82
ra Alpern,#N/A,14,Developer,1968.42,43270.47,3882.87,19,2,18,1401.86,202,1,71.75,71.72,494.81
Nickc,#N/A,32,Manager,1766.28,18380.15,1396.68,11,4,14,1456.12,196,1,46.09,109.51,264.07
Nickc,#N/A,32,Manager,1759.79,18380.15,1396.68,11,4,14,1456.12,197,1,46.09,126,257.58
Nickc,#N/A,32,Manager,1802.1,18380.15,1396.68,11,4,14,1456.12,198,1,46.09,73.69,299.89
Nickc,#N/A,33,Manager,1836.43,18380.15,1396.68,11,4,14,1456.12,202,1,46.09,49.36,334.22
Julia Edwardsj,#N/A,32,Entrepreneur,2457.17,51162.84,4249.57,34,5,20,1921.03,126,1,178.78,138.82,357.36
Conor Humphriesk,#N/A,23,Musician,1794.8,176696.88,14648.74,12,4,7,433.68,200,0,301.84,353.75,1059.28
Conor Humphriesk,#N/A,24,Musician,2686.47,176696.88,13780.77,12,4,10,433.68,205,0,1169.81,320.05,1082.98
Ransdell Piersonm,#N/A,18,Entrepreneur,1110.86,28631.79,2453.98,11,3,21,685.37,215,1,65.28,109.91,360.21
Ransdell Piersonm,#N/A,18,Entrepreneur,1121.91,28631.79,2453.98,11,3,20,685.37,216,1,65.28,58.86,371.26
Ransdell Piersonm,#N/A,18,Entrepreneur,914.95,28631.79,2453.98,11,3,18,685.37,219,1,65.28,305.82,164.3
Ransdell Piersonm,#N/A,18,Entrepreneur,978.36,28631.79,2453.98,11,3,17,685.37,222,1,65.28,232.4,227.71
Paritoshs,72948677880,39,Developer,953.11,75004.05,6416.34,8,3,9,199.04,106,1,161.5,137.56,592.57
Gregs,#N/A,35,Writer,1736.23,9888.7,902.06,33,5,20,1416.74,80,1,28.64,60.72,290.85
Gregs,#N/A,35,Writer,1730.83,9888.7,902.06,33,5,17,1416.74,81,1,28.64,16.11,285.45
Gregs,#N/A,36,Writer,1771.09,9888.7,829.91,33,5,17,1416.74,82,1,100.78,77.99,253.57
David Ljunggrenw,#N/A,22,Architect,2066.09,69050.52,5722.21,10,0,18,1382.56,364,0,0,138.69,683.53
ra Alperq,#N/A,24,Media_Manager,4161.42,18412.85,1634.4,23,9,24,3825.77,141,1,128.16,117.79,207.49
ra Alperq,#N/A,25,Media_Manager,4104.59,18412.85,1634.4,23,9,24,3825.77,142,1,128.16,174.63,150.66
ra Alperq,#N/A,25,Media_Manager,4093,18412.85,1634.4,23,9,26,3825.77,144,1,128.16,186.22,139.07
Alwyn Scottm,#N/A,19,Musician,80774.95,115177.32,9529.11,2,4,10,801.79,199,0,79307,252.84,666.16
Alwyn Scottm,#N/A,19,Musician,79446.32,115177.32,9529.11,2,4,10,801.79,200,0,78397,691.47,247.53
Alwyn Scottm,#N/A,19,Musician,1790.28,115177.32,9529.11,2,4,10,801.79,201,0,293.91,234.42,694.58
Alwyn Scottm,#N/A,19,Musician,1931.74,115177.32,9529.11,2,4,10,801.79,204,0,293.91,62.96,836.04
Robin Pomeroyz,#N/A,28,Manager,1656.86,76092.27,6055.02,12,6,10,1266.19,69,1,209,494.84,181.67
Robin Pomeroyz,#N/A,29,Manager,2002.18,76092.27,6055.02,12,6,8,1266.19,71,1,209,119.52,526.99
Leskev,#N/A,53,Teacher,776.5,103284.84,8591.07,9,2,6,256,385,0,119.14,598.61,401.36
Leskev,#N/A,53,Teacher,1208.57,103284.84,8591.07,9,2,6,256,387,0,119.14,146.54,833.43
Christiaanw,#N/A,21,Accountant,1400.72,23312.22,1814.69,20,2,13,1067.99,372,0,25.17,128.74,307.56
Christiaanw,#N/A,22,Accountant,1340.99,23312.22,1814.69,20,2,13,1067.99,377,0,25.17,198.47,247.83
Stevek,#N/A,27,Accountant,424.5,30093.32,2475.78,11,1,7,22.88,319,0,22.78,135.97,378.84
Stevek,#N/A,27,Accountant,504.93,30093.32,2348.12,11,1,5,22.88,320,0,150.43,163.18,331.62
Stevek,#N/A,27,Accountant,524.75,30093.32,2348.12,11,1,5,22.88,321,0,150.43,143.36,351.44
Paul Taylorh,#N/A,42,Journalist,289.97,132588.3,10918.03,3,2,2,36.46,240,0,130.1,1118.29,123.41
Paul Taylorh,#N/A,42,Journalist,528.93,132588.3,10918.03,3,2,2,36.46,242,0,130.1,889.33,362.37
Paul Taylorh,#N/A,42,Journalist,893.02,132588.3,10918.03,3,2,4,36.46,245,0,130.1,495.24,726.46
Woodallq,#N/A,46,Engineer,58325.23,29873.96,2477.5,10,0,7,1117.08,313,0,56963,292.6,245.15
Woodallq,#N/A,46,Engineer,1539.15,29873.96,2477.5,10,0,7,1117.08,318,0,0,75.68,422.07
Freifeldu,#N/A,42,Lawyer,546.44,16544.46,1209.7,11,0,1,217.92,284,0,0,42.45,328.52
Freifeldu,#N/A,43,Lawyer,574.16,16544.46,1111.33,11,0,4,217.92,289,0,98.38,153.11,257.86
Freifeldu,#N/A,43,Lawyer,655.13,2251358,1111.33,11,0,4,217.92,290,0,98.38,72.14,338.83
Dmitry Zhdannikovy,#N/A,36,Accountant,457.87,25899.18,2100.27,9,3,9,69.74,395,1,64.2,91.89,323.93
Dmitry Zhdannikovy,#N/A,36,Accountant,489.72,25899.18,2100.27,9,3,2438,69.74,396,1,64.2,40.05,355.78
Dmitry Zhdannikovy,#N/A,37,Accountant,474.19,25899.18,2100.27,9,3,9,69.74,397,1,64.2,45.58,340.25
Viswanathau,#N/A,40,Journalist,4106.25,58510.6,4693.88,34,7,21,3603.27,39,1,212.18,256.41,290.8
Eduardo Garciam,#N/A,26,Musician,634.34,44768.54,3535.71,1,1,8,127.38,226,0,20.84,86.61,486.12
Ayeshal,#N/A,20,Teacher,895.39,66914.37,5331.2,19,4,19,181.41,218,0,204.92,59.13,509.06
Ayeshal,#N/A,20,Teacher,843.3,66914.37,5331.2,19,4,21,181.41,220,0,204.92,151.23,456.97
Soyoung Kimk,#N/A,33,Teacher,970.8,28108.17,2591.35,18,4,12,597.44,175,0,57.18,155.78,316.18
Johnu,#N/A,35,Media_Manager,2269.15,36857.22,2976.44,14,2,12,1911.65,129,1,56.04,210.14,301.46
Johnu,#N/A,35,Media_Manager,2246.29,36857.22,2976.44,14,2,9,1911.65,133,1,56.04,253,278.6
Baertleine,#N/A,43,Doctor,1244.62,103092.27,8311.02,10,4,12,300.65,158,1,328.6,147.12,615.37
Baertleine,#N/A,44,Doctor,916.49,103092.27,8311.02,10,4,12,300.65,163,1,328.6,495.26,287.24
Baertleine,#N/A,44,Doctor,1305.82,103092.27,8311.02,10,4,15,300.65,164,1,328.6,65.92,676.57
Kazunorin,#N/A,19,Lawyer,1434.84,17569.69,1440.14,5,4,10,1135.31,218,1,47.6,134.48,251.93
Kazunorin,#N/A,19,Lawyer,1509.31,17569.69,1440.14,5,4,9,1135.31,219,1,47.6,60.02,326.4
Alistair Barrs,#N/A,37,Architect,1852.59,100433.58,8074.47,10,2,2,1023.93,246,0,100.16,258.78,728.5
Alistair Barrs,#N/A,37,Architect,1673.51,100433.58,8074.47,10,2,1,1023.93,248,0,100.16,437.86,549.42
Soyoungu,#N/A,31,Developer,3822.4,53751.21,4260.27,19,9,21,3351.48,88,1,222.26,215.1,248.66
Soyoungu,#N/A,31,Developer,3908.93,53751.21,4260.27,19,9,21,3351.48,89,1,222.26,158.58,335.19
Ilainab,#N/A,24,Musician,962.81,82823.92,7098.99,18,2,12,171.45,154,1,118.06,158.53,673.3
Ilainab,#N/A,24,Musician,988.71,82823.92,7098.99,18,2,11,171.45,157,1,118.06,132.63,699.2
Svenr,#N/A,24,Mechanic,3349.57,20196.67,1679.06,17,7,21,2971.91,71,1,66.81,40.24,310.85
Hendrik Sackmannb,#N/A,49,Media_Manager,966.96,107761.29,9047.11,9,0,15,34.09,205,1,0,221.84,932.87
Hendrik Sackmannb,#N/A,50,Media_Manager,411.6,107761.29,9047.11,9,0,16,34.09,206,1,0,817.2,377.51
Hendrik Sackmannb,#N/A,50,Media_Manager,992.15,107761.29,9047.11,9,0,16,34.09,208,1,0,186.65,958.06
Hendrik Sackmannb,#N/A,50,Media_Manager,1018.21,107761.29,9047.11,9,0,19,34.09,211,1,0,160.59,984.12
Irene Preisingera,#N/A,28,Entrepreneur,623.76,34132.87,2970.41,4,4,8,187.64,251,0,100.08,130.91,336.04
Irene Preisingera,#N/A,28,Entrepreneur,395.93,34132.87,2970.41,4,4,13,187.64,254,0,100.08,378.75,108.21
Gauntp,#N/A,23,Architect,3058.05,8102.77,467.23,15,8,21,2750.88,123,1,29.49,19.55,277.68
Gauntp,#N/A,24,Architect,3026.52,8102.77,467.23,15,8,19,2750.88,126,1,29.49,11.08,246.15
Gauntp,#N/A,24,Architect,3039.14,8102.77,467.23,15,8,24,2750.88,127,1,29.49,48.46,258.77
Luken,#N/A,42,Musician,389.86,12153.69,886.81,13,2,19,127.34,397,1,15.77,116.16,246.75
Langej,#N/A,23,Musician,396.42,25664.86,1904.74,17,0,14,3.74,308,1,0,37.79,392.68
Bernardv,#N/A,41,Engineer,1903.53,35615.68,2677.97,8,0,10,1448.89,343,0,0,63.16,454.64
Bernardv,#N/A,41,Engineer,1829.38,35615.68,2677.97,8,0,8,1448.89,344,0,0,167.3,380.49
Bernardv,#N/A,41,Engineer,1893.4,35615.68,2677.97,8,0,5,1448.89,347,0,0,63.29,444.51
Bernardv,#N/A,41,Engineer,1877.53,35615.68,2677.97,8,0,7,1448.89,349,0,0,99.16,428.64
Bernardv,#N/A,41,Engineer,1871.67,35615.68,2677.97,8,0,7,1448.89,350,0,0,105.02,422.78
Saliou Sambj,#N/A,45,Doctor,4884.29,17296.38,1480.37,30,5,21,4624.73,93,1,49.36,178.48,210.2
Saliou Sambj,#N/A,45,Doctor,4952.27,17296.38,1480.37,30,5,18,4624.73,94,0,49.36,110.5,278.18
Olesya Dmitracovaa,#N/A,25,Musician,1915.62,15701.03,1213.42,30,9,23,1574,224,1,60.45,49.72,281.17
Olesya Dmitracovaa,#N/A,25,Musician,1877.38,15701.03,1213.42,30,9,20,1574,228,1,60.45,107.97,242.93
Gerry Shihz,#N/A,51,Accountant,1056.72,177350.84,14615.24,10,4,4,256.54,352,0,455.6,931.35,344.58
Denny Thomasw,#N/A,36,Teacher,1575.98,20282.38,1688.2,4,1,18,1229.84,291,0,10.18,112.68,335.96
Denny Thomasw,#N/A,36,Teacher,1463.98,20282.38,1688.2,4,1,15,1229.84,295,0,10.18,224.68,223.96
Clarel,#N/A,36,Mechanic,1191.44,49346.88,3593.22,15,7,10,228.04,86,1,586.24,45.14,377.16
Clarel,#N/A,36,Mechanic,991.95,49346.88,3593.22,15,7,8,228.04,87,1,586.24,274.64,177.67
Marwap,#N/A,40,Lawyer,1766.58,8973.16,762.76,16,5,21,1483.24,168,1,20.28,72.94,263.06
Marwap,#N/A,41,Lawyer,1803.21,8973.16,762.76,16,5,21,1483.24,169,1,20.28,36.31,299.69
Zieminskiq,#N/A,26,Teacher,1196.63,14810.55,1075.21,2,1,18,931.16,315,0,9.43,132.05,256.04
Zieminskiq,#N/A,26,Teacher,1264.21,14810.55,1075.21,2,1,18,931.16,318,0,9.43,44.46,323.62
Caroline Valetkevitchp,#N/A,55,Media_Manager,1665.79,55929.32,4788.78,5,0,20,994.27,206,0,0,57.35,671.52
Caroline Valetkevitchp,#N/A,55,Media_Manager,10389.16,55929.32,4788.78,5,0,18,994.27,209,0,8917,260.99,477.89
Caroline Valetkevitchp,#N/A,55,Media_Manager,1627.22,55929.32,4788.78,5,0,19,994.27,210,0,0,85.93,632.95
Caroline Valetkevitchp,#N/A,55,Media_Manager,1445.35,55929.32,4788.78,5,0,21,994.27,211,0,0,297.79,451.08
Rodrigoo,#N/A,34,Writer,512.09,36638.43,2807.2,20,4,12,110.35,261,0,120.79,168.98,280.95
Nickz,#N/A,45,Teacher,2897.07,28956.72,2459.06,22,5,20,2545.04,156,1,98.63,163.87,253.4
Nickz,#N/A,46,Teacher,2987.82,28956.72,2459.06,22,5,22,2545.04,158,1,98.63,43.13,344.15
Nickz,#N/A,46,Teacher,2758.49,28956.72,2459.06,22,5,24,2545.04,159,1,98.63,322.45,114.82
Toonkelm,#N/A,24,Developer,2405.3,28263.5,2514.29,24,2,10,1993.21,173,1,32.22,129.34,379.87
Toonkelm,#N/A,24,Developer,2341.23,28263.5,2514.29,24,2,10,1993.21,175,1,32.22,173.41,315.8
Toonkelm,#N/A,25,Developer,2420,28263.5,2514.29,24,2,11,1993.21,179,1,32.22,74.64,394.57
Ianq,#N/A,39,Journalist,2208.98,58267.23,4943.6,17,4,8,1896.36,178,1,109.72,471.74,202.9
Henry Foyc,#N/A,41,Architect,1091.37,111112.76,8976.4,13,0,18,261.78,269,1,0,338.05,829.59
Henry Foyc,#N/A,41,Architect,851.87,111112.76,8976.4,13,0,18,261.78,271,1,0,597.55,590.09
Wakil,#N/A,37,Lawyer,1041.43,19427.14,1404.93,16,6,15,696.13,128,1,75.29,85.19,270.01
Wakil,#N/A,37,Lawyer,1036.15,19427.14,1404.93,16,6,14,696.13,129,1,75.29,90.48,264.73
Wakil,#N/A,37,Lawyer,1032.71,19427.14,1404.93,16,6,15,696.13,131,1,75.29,93.92,261.29
Wakil,#N/A,37,Lawyer,988.1,19427.14,1404.93,16,6,14,696.13,133,1,75.29,138.52,216.68
Wakil,#N/A,37,Lawyer,1049.71,19427.14,1404.93,16,6,15,696.13,134,1,75.29,26.91,278.29
er Davidl,#N/A,49,Lawyer,798.81,87714.58,7483.55,11,4,11,53.4,194,0,263.66,252.95,481.75
er Davidl,#N/A,50,Lawyer,907.1,87714.58,7483.55,11,4,8,53.4,195,0,263.66,154.66,590.04
er Davidl,#N/A,50,Lawyer,928.85,87714.58,7483.55,11,4,9,53.4,196,0,263.66,122.91,611.79
er Davidl,#N/A,50,Lawyer,488.5,87714.58,7483.55,11,4,9,53.4,199,0,263.66,603.26,171.44
Jonathanq,21188893511,21,Mechanic,1550.31,124436.4,10520.7,7,2,9,529.84,354,0,164.01,271.6,856.46
Jonathanq,21188893511,22,Mechanic,977.92,124436.4,10520.7,7,2,9,529.84,359,0,164.01,883.99,284.07
